id,pdb_id,gpcr_name,gpcr_class,subfamily,uniprot_id,species,description,method,resolution,pubmed_id,deposition_date,reference,gene_name,raw_pdb_file,mapping_pdb_file,fasta
,5WB1,G-PROTEIN COUPLED RECEPTOR HOMOLOG US28,a,VIRAL RECEPTORS,P69333,HUMAN CYTOMEGALOVIRUS (STRAIN TOWNE) (HHV-5),LIGAND-FREE US28 WITH STABILIZING INTRACELLULAR NANOBODY,x,3.51,29882741,2017-06-27,"MILES ET AL. VIRAL GPCR US28 CAN SIGNAL IN RESPONSE TO CHEMOKINE AGONISTS OF NEARLY UNLIMITED STRUCTURAL DEGENERACY. ELIFE. 2018, 7, .",US28,raw_pdbs/5WB1.pdb,mapped_pdb/5WB1_atlas.pdb,fastas/5WB1.fasta
,5WB2,G-PROTEIN COUPLED RECEPTOR HOMOLOG US28,a,VIRAL RECEPTORS,P69333,HUMAN CYTOMEGALOVIRUS (STRAIN TOWNE) (HHV-5),US28 BOUND TO ENGINEERED CHEMOKINE CX3CL1.35 AND NANOBODIES,x,3.5,29882741,2017-06-27,"MILES ET AL. VIRAL GPCR US28 CAN SIGNAL IN RESPONSE TO CHEMOKINE AGONISTS OF NEARLY UNLIMITED STRUCTURAL DEGENERACY. ELIFE. 2018, 7, .",US28,raw_pdbs/5WB2.pdb,mapped_pdb/5WB2_atlas.pdb,fastas/5WB2.fasta
,5WF5,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),AGONIST BOUND HUMAN A2A ADENOSINE RECEPTOR WITH D52N MUTATION AT 2.60 A RESOLUTION,x,2.6,29395784,2017-07-11,"WHITE ET AL. STRUCTURAL CONNECTION BETWEEN ACTIVATION MICROSWITCH AND ALLOSTERIC SODIUM SITE IN GPCR SIGNALING. STRUCTURE. 2018, 26, 259.",ADORA2A,raw_pdbs/5WF5.pdb,mapped_pdb/5WF5_atlas.pdb,fastas/5WF5.fasta
,5WF6,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),AGONIST BOUND HUMAN A2A ADENOSINE RECEPTOR WITH S91A MUTATION AT 2.90 A RESOLUTION,x,2.9,29395784,2017-07-11,"WHITE ET AL. STRUCTURAL CONNECTION BETWEEN ACTIVATION MICROSWITCH AND ALLOSTERIC SODIUM SITE IN GPCR SIGNALING. STRUCTURE. 2018, 26, 259.",ADORA2A,raw_pdbs/5WF6.pdb,mapped_pdb/5WF6_atlas.pdb,fastas/5WF6.fasta
,5WIU,D(4) DOPAMINE RECEPTOR,a,DOPAMINE RECEPTORS,P21917,HOMO SAPIENS (HUMAN),STRUCTURE OF THE HUMAN D4 DOPAMINE RECEPTOR IN COMPLEX WITH NEMONAPRIDE,x,1.96,29051383,2017-07-20,"WANG ET AL. D4 DOPAMINE RECEPTOR HIGH-RESOLUTION STRUCTURES ENABLE THE DISCOVERY OF SELECTIVE AGONISTS. SCIENCE. 2017, 358, 381.",DRD4,raw_pdbs/5WIU.pdb,mapped_pdb/5WIU_atlas.pdb,fastas/5WIU.fasta
,5WIV,D(4) DOPAMINE RECEPTOR,a,DOPAMINE RECEPTORS,P21917,HOMO SAPIENS (HUMAN),STRUCTURE OF THE SODIUM-BOUND HUMAN D4 DOPAMINE RECEPTOR IN COMPLEX WITH NEMONAPRIDE,x,2.14,29051383,2017-07-20,"WANG ET AL. D4 DOPAMINE RECEPTOR HIGH-RESOLUTION STRUCTURES ENABLE THE DISCOVERY OF SELECTIVE AGONISTS. SCIENCE. 2017, 358, 381.",DRD4,raw_pdbs/5WIV.pdb,mapped_pdb/5WIV_atlas.pdb,fastas/5WIV.fasta
,5WKT,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),3.2-ANGSTROM IN SITU MYLAR STRUCTURE OF BOVINE OPSIN AT 100 K,x,3.2,29300389,2017-07-25,"BROECKER ET AL. HIGH-THROUGHPUT IN SITU X-RAY SCREENING OF AND DATA COLLECTION FROM PROTEIN CRYSTALS AT ROOM TEMPERATURE AND UNDER CRYOGENIC CONDITIONS. NAT PROTOC. 2018, 13, 260.",RHO,raw_pdbs/5WKT.pdb,mapped_pdb/5WKT_atlas.pdb,fastas/5WKT.fasta
,5WQC,OREXIN RECEPTOR TYPE 2,a,OREXINS RECEPTORS,O43614,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN OREXIN 2 RECEPTOR BOUND TO THE SELECTIVE ANTAGONIST EMPA DETERMINED BY THE SYNCHROTRON LIGHT SOURCE AT SPRING-8.,x,1.96,29225076,2016-11-25,"SUNO ET AL. CRYSTAL STRUCTURES OF HUMAN OREXIN 2 RECEPTOR BOUND TO THE SUBTYPE-SELECTIVE ANTAGONIST EMPA. STRUCTURE. 2018, 26, 7.",HCRTR2,raw_pdbs/5WQC.pdb,mapped_pdb/5WQC_atlas.pdb,fastas/5WQC.fasta
,5WS3,OREXIN RECEPTOR TYPE 2,a,OREXINS RECEPTORS,O43614,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURES OF HUMAN OREXIN 2 RECEPTOR BOUND TO THE SELECTIVE ANTAGONIST EMPA DETERMINED BY SERIAL FEMTOSECOND CRYSTALLOGRAPHY AT SACLA,x,2.3,29225076,2016-12-05,"SUNO ET AL. CRYSTAL STRUCTURES OF HUMAN OREXIN 2 RECEPTOR BOUND TO THE SUBTYPE-SELECTIVE ANTAGONIST EMPA. STRUCTURE. 2018, 26, 7.",HCRTR2,raw_pdbs/5WS3.pdb,mapped_pdb/5WS3_atlas.pdb,fastas/5WS3.fasta
,5X7D,BETA-2 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07550,HOMO SAPIENS (HUMAN),STRUCTURE OF BETA2 ADRENOCEPTOR BOUND TO CARAZOLOL AND AN INTRACELLULAR ALLOSTERIC ANTAGONIST,x,2.7,28813418,2017-02-25,"LIU ET AL. MECHANISM OF INTRACELLULAR ALLOSTERIC BETA 2AR ANTAGONIST REVEALED BY X-RAY CRYSTAL STRUCTURE. NATURE. 2017, 548, 480.",ADRB2,raw_pdbs/5X7D.pdb,mapped_pdb/5X7D_atlas.pdb,fastas/5X7D.fasta
,5X93,ENDOTHELIN RECEPTOR TYPE B,a,ENDOTHELIN RECEPTORS,P24530,HOMO SAPIENS (HUMAN),HUMAN ENDOTHELIN RECEPTOR TYPE-B IN COMPLEX WITH ANTAGONIST K-8794,x,2.2,28805809,2017-03-05,"SHIHOYA ET AL. X-RAY STRUCTURES OF ENDOTHELIN ETB RECEPTOR BOUND TO CLINICAL ANTAGONIST BOSENTAN AND ITS ANALOG. NAT. STRUCT. MOL. BIOL. 2017, 24, 758.",EDNRB,raw_pdbs/5X93.pdb,mapped_pdb/5X93_atlas.pdb,fastas/5X93.fasta
,5XEZ,GLUCAGON RECEPTOR,b,,P47871,HOMO SAPIENS (HUMAN),STRUCTURE OF THE FULL-LENGTH GLUCAGON CLASS B G PROTEIN-COUPLED RECEPTOR,x,3,28514451,2017-04-06,"ZHANG ET AL. STRUCTURE OF THE FULL-LENGTH GLUCAGON CLASS B G-PROTEIN-COUPLED RECEPTOR. NATURE. 2017, 546, 259.",GCGR,raw_pdbs/5XEZ.pdb,mapped_pdb/5XEZ_atlas.pdb,fastas/5XEZ.fasta
,5XF1,GLUCAGON RECEPTOR,b,,P47871,HOMO SAPIENS (HUMAN),STRUCTURE OF THE FULL-LENGTH GLUCAGON CLASS B G PROTEIN-COUPLED RECEPTOR,x,3.19,28514451,2017-04-06,"ZHANG ET AL. STRUCTURE OF THE FULL-LENGTH GLUCAGON CLASS B G-PROTEIN-COUPLED RECEPTOR. NATURE. 2017, 546, 259.",GCGR,raw_pdbs/5XF1.pdb,mapped_pdb/5XF1_atlas.pdb,fastas/5XF1.fasta
,5XJM,TYPE-2 ANGIOTENSIN II RECEPTOR,a,ANGIOTENSIN RECEPTORS,P50052,HOMO SAPIENS (HUMAN),COMPLEX STRUCTURE OF ANGIOTENSIN II TYPE 2 RECEPTOR WITH FAB,x,3.2,29967536,2017-05-02,ASADA ET AL. CRYSTAL STRUCTURE OF THE HUMAN ANGIOTENSIN II TYPE 2 RECEPTOR BOUND TO AN ANGIOTENSIN II ANALOG. NAT. STRUCT. MOL. BIOL. 2018.,AGTR2,raw_pdbs/5XJM.pdb,mapped_pdb/5XJM_atlas.pdb,fastas/5XJM.fasta
,5XPR,ENDOTHELIN RECEPTOR TYPE B,a,ENDOTHELIN RECEPTORS,P24530,HOMO SAPIENS (HUMAN),HUMAN ENDOTHELIN RECEPTOR TYPE-B IN COMPLEX WITH ANTAGONIST BOSENTAN,x,3.6,28805809,2017-06-04,"SHIHOYA ET AL. X-RAY STRUCTURES OF ENDOTHELIN ETB RECEPTOR BOUND TO CLINICAL ANTAGONIST BOSENTAN AND ITS ANALOG. NAT. STRUCT. MOL. BIOL. 2017, 24, 758.",EDNRB,raw_pdbs/5XPR.pdb,mapped_pdb/5XPR_atlas.pdb,fastas/5XPR.fasta
,5XR8,CANNABINOID RECEPTOR 1,a,CANNABINOIDS RECEPTORS,P21554,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN CB1 IN COMPLEX WITH AGONIST AM841,x,2.95,28678776,2017-06-07,"HUA ET AL. CRYSTAL STRUCTURES OF AGONIST-BOUND HUMAN CANNABINOID RECEPTOR CB1. NATURE. 2017, 547, 468.",CNR1,raw_pdbs/5XR8.pdb,mapped_pdb/5XR8_atlas.pdb,fastas/5XR8.fasta
,5XRA,CANNABINOID RECEPTOR 1,a,CANNABINOIDS RECEPTORS,P21554,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN CB1 IN COMPLEX WITH AGONIST AM11542,x,2.8,28678776,2017-06-08,"HUA ET AL. CRYSTAL STRUCTURES OF AGONIST-BOUND HUMAN CANNABINOID RECEPTOR CB1. NATURE. 2017, 547, 468.",CNR1,raw_pdbs/5XRA.pdb,mapped_pdb/5XRA_atlas.pdb,fastas/5XRA.fasta
,5YC8,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08172,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RATIONALLY THERMOSTABILIZED M2 MUSCARINIC ACETYLCHOLINE RECEPTOR BOUND WITH NMS (HG-DERIVATIVE),x,2.5,30420692,2017-09-06,"SUNO ET AL. STRUCTURAL INSIGHTS INTO THE SUBTYPE-SELECTIVE ANTAGONIST BINDING TO THE M2MUSCARINIC RECEPTOR. NAT. CHEM. BIOL. 2018, 14, 1150.",CHRM2,raw_pdbs/5YC8.pdb,mapped_pdb/5YC8_atlas.pdb,fastas/5YC8.fasta
,5YHL,PROSTAGLANDIN E2 RECEPTOR EP4 SUBTYPE,a,PROSTANOIDS RECEPTORS,P35408,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN PROSTAGLANDIN E RECEPTOR EP4 IN COMPLEX WITH FAB AND AN ANTAGONIST BR-DERIVATIVE,x,4.2,30510193,2017-09-28,"TOYODA ET AL. LIGAND BINDING TO HUMAN PROSTAGLANDIN E RECEPTOR EP4AT THE LIPID-BILAYER INTERFACE. NAT. CHEM. BIOL. 2019, 15, 18.",PTGER4,raw_pdbs/5YHL.pdb,mapped_pdb/5YHL_atlas.pdb,fastas/5YHL.fasta
,5YQZ,GLUCAGON RECEPTOR,b,,P47871,HOMO SAPIENS (HUMAN),STRUCTURE OF THE GLUCAGON RECEPTOR IN COMPLEX WITH A GLUCAGON ANALOGUE,x,3,29300013,2017-11-08,"ZHANG ET AL. STRUCTURE OF THE GLUCAGON RECEPTOR IN COMPLEX WITH A GLUCAGON ANALOGUE. NATURE. 2018, 553, 106.",GCGR,raw_pdbs/5YQZ.pdb,mapped_pdb/5YQZ_atlas.pdb,fastas/5YQZ.fasta
,5YWY,PROSTAGLANDIN E2 RECEPTOR EP4 SUBTYPE,a,PROSTANOIDS RECEPTORS,P35408,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN PROSTAGLANDIN E RECEPTOR EP4 IN COMPLEX WITH FAB AND ONO-AE3-208,x,3.2,30510193,2017-11-30,"TOYODA ET AL. LIGAND BINDING TO HUMAN PROSTAGLANDIN E RECEPTOR EP4AT THE LIPID-BILAYER INTERFACE. NAT. CHEM. BIOL. 2019, 15, 18.",PTGER4,raw_pdbs/5YWY.pdb,mapped_pdb/5YWY_atlas.pdb,fastas/5YWY.fasta
,5ZBH,NEUROPEPTIDE Y RECEPTOR TYPE 1,a,NEUROPEPTIDE Y RECEPTORS,P25929,HOMO SAPIENS (HUMAN),THE CRYSTAL STRUCTURE OF HUMAN NEUROPEPTIDE Y Y1 RECEPTOR WITH BMS-193885,x,3,29670288,2018-02-11,"YANG ET AL. STRUCTURAL BASIS OF LIGAND BINDING MODES AT THE NEUROPEPTIDE Y Y1RECEPTOR. NATURE. 2018, 556, 520.",NPY1R,raw_pdbs/5ZBH.pdb,mapped_pdb/5ZBH_atlas.pdb,fastas/5ZBH.fasta
,5ZBQ,NEUROPEPTIDE Y RECEPTOR TYPE 1,a,NEUROPEPTIDE Y RECEPTORS,P25929,HOMO SAPIENS (HUMAN),THE CRYSTAL STRUCTURE OF HUMAN NEUROPEPTIDE Y Y1 RECEPTOR WITH UR-MK299,x,2.7,29670288,2018-02-12,"YANG ET AL. STRUCTURAL BASIS OF LIGAND BINDING MODES AT THE NEUROPEPTIDE Y Y1RECEPTOR. NATURE. 2018, 556, 520.",NPY1R,raw_pdbs/5ZBQ.pdb,mapped_pdb/5ZBQ_atlas.pdb,fastas/5ZBQ.fasta
,5ZHP,MUSCARINIC ACETYLCHOLINE RECEPTOR M3,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08483,RATTUS NORVEGICUS (RAT),M3 MUSCARINIC ACETYLCHOLINE RECEPTOR IN COMPLEX WITH A SELECTIVE ANTAGONIST,x,3.1,30404914,2018-03-13,"LIU ET AL. STRUCTURE-GUIDED DEVELOPMENT OF SELECTIVE M3 MUSCARINIC ACETYLCHOLINE RECEPTOR ANTAGONISTS. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 12046.",Chrm3,raw_pdbs/5ZHP.pdb,mapped_pdb/5ZHP_atlas.pdb,fastas/5ZHP.fasta
,5ZK3,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08172,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RATIONALLY THERMOSTABILIZED M2 MUSCARINIC ACETYLCHOLINE RECEPTOR BOUND WITH QNB,x,2.6,30420692,2018-03-23,"SUNO ET AL. STRUCTURAL INSIGHTS INTO THE SUBTYPE-SELECTIVE ANTAGONIST BINDING TO THE M2MUSCARINIC RECEPTOR. NAT. CHEM. BIOL. 2018, 14, 1150.",CHRM2,raw_pdbs/5ZK3.pdb,mapped_pdb/5ZK3_atlas.pdb,fastas/5ZK3.fasta
,5ZK8,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08172,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF M2 MUSCARINIC ACETYLCHOLINE RECEPTOR BOUND WITH NMS,x,3,30420692,2018-03-23,"SUNO ET AL. STRUCTURAL INSIGHTS INTO THE SUBTYPE-SELECTIVE ANTAGONIST BINDING TO THE M2MUSCARINIC RECEPTOR. NAT. CHEM. BIOL. 2018, 14, 1150.",CHRM2,raw_pdbs/5ZK8.pdb,mapped_pdb/5ZK8_atlas.pdb,fastas/5ZK8.fasta
,5ZKB,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08172,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RATIONALLY THERMOSTABILIZED M2 MUSCARINIC ACETYLCHOLINE RECEPTOR BOUND WITH AF-DX 384,x,2.95,30420692,2018-03-23,"SUNO ET AL. STRUCTURAL INSIGHTS INTO THE SUBTYPE-SELECTIVE ANTAGONIST BINDING TO THE M2MUSCARINIC RECEPTOR. NAT. CHEM. BIOL. 2018, 14, 1150.",CHRM2,raw_pdbs/5ZKB.pdb,mapped_pdb/5ZKB_atlas.pdb,fastas/5ZKB.fasta
,5ZKC,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,a,ACETYLCHOLINE (MUSCARINIC) RECEPTORS,P08172,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF RATIONALLY THERMOSTABILIZED M2 MUSCARINIC ACETYLCHOLINE RECEPTOR BOUND WITH NMS,x,2.3,30420692,2018-03-23,"SUNO ET AL. STRUCTURAL INSIGHTS INTO THE SUBTYPE-SELECTIVE ANTAGONIST BINDING TO THE M2MUSCARINIC RECEPTOR. NAT. CHEM. BIOL. 2018, 14, 1150.",CHRM2,raw_pdbs/5ZKC.pdb,mapped_pdb/5ZKC_atlas.pdb,fastas/5ZKC.fasta
,5ZKP,PLATELET-ACTIVATING FACTOR RECEPTOR,a,PLATELET-ACTIVATING FACTOR RECEPTORS,P25105,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN PLATELET-ACTIVATING FACTOR RECEPTOR IN COMPLEX WITH SR 27417,x,2.81,29808000,2018-03-25,"CAO ET AL. STRUCTURAL BASIS FOR SIGNAL RECOGNITION AND TRANSDUCTION BY PLATELET-ACTIVATING-FACTOR RECEPTOR. NAT. STRUCT. MOL. BIOL. 2018, 25, 488.",PTAFR,raw_pdbs/5ZKP.pdb,mapped_pdb/5ZKP_atlas.pdb,fastas/5ZKP.fasta
,5ZKQ,PLATELET-ACTIVATING FACTOR RECEPTOR,a,PLATELET-ACTIVATING FACTOR RECEPTORS,P25105,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN PLATELET-ACTIVATING FACTOR RECEPTOR IN COMPLEX WITH ABT-491,x,2.9,29808000,2018-03-25,"CAO ET AL. STRUCTURAL BASIS FOR SIGNAL RECOGNITION AND TRANSDUCTION BY PLATELET-ACTIVATING-FACTOR RECEPTOR. NAT. STRUCT. MOL. BIOL. 2018, 25, 488.",PTAFR,raw_pdbs/5ZKQ.pdb,mapped_pdb/5ZKQ_atlas.pdb,fastas/5ZKQ.fasta
,6AK3,PROSTAGLANDIN E2 RECEPTOR EP3 SUBTYPE,a,PROSTANOIDS RECEPTORS,P43115,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN PROSTAGLANDIN E RECEPTOR EP3 BOUND TO PROSTAGLANDIN E2,x,2.9,30510192,2018-08-29,"TOYODA ET AL. LIGAND BINDING TO HUMAN PROSTAGLANDIN E RECEPTOR EP4AT THE LIPID-BILAYER INTERFACE. NAT. CHEM. BIOL. 2019, 15, 18.",PTGER3,raw_pdbs/6AK3.pdb,mapped_pdb/6AK3_atlas.pdb,fastas/6AK3.fasta
,6AKX,C-C CHEMOKINE RECEPTOR TYPE 5,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P51681,HOMO SAPIENS (HUMAN),THE CRYSTAL STRUCTURE OF HUMAN CHEMOKINE RECEPTOR CCR5 IN COMPLEX WITH COMPOUND 21,x,2.8,30234300,2018-09-04,"PENG ET AL. STRUCTURE-BASED DESIGN OF 1-HETEROARYL-1,3-PROPANEDIAMINE DERIVATIVES AS A NOVEL SERIES OF CC-CHEMOKINE RECEPTOR 5 ANTAGONISTS. J. MED. CHEM. 2018, 61, 9621.",CCR5,raw_pdbs/6AKX.pdb,mapped_pdb/6AKX_atlas.pdb,fastas/6AKX.fasta
,6AKY,C-C CHEMOKINE RECEPTOR TYPE 5,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P51681,HOMO SAPIENS (HUMAN),THE CRYSTAL STRUCTURE OF HUMAN CHEMOKINE RECEPTOR CCR5 IN COMPLEX WITH COMPOUND 34,x,2.8,30234300,2018-09-04,"PENG ET AL. STRUCTURE-BASED DESIGN OF 1-HETEROARYL-1,3-PROPANEDIAMINE DERIVATIVES AS A NOVEL SERIES OF CC-CHEMOKINE RECEPTOR 5 ANTAGONISTS. J. MED. CHEM. 2018, 61, 9621.",CCR5,raw_pdbs/6AKY.pdb,mapped_pdb/6AKY_atlas.pdb,fastas/6AKY.fasta
,6AQF,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF A2AAR-BRIL IN COMPLEX WITH THE ANTAGONIST ZM241385 PRODUCED FROM PICHIA PASTORIS,x,2.51,29290469,2017-08-19,"EDDY ET AL. ALLOSTERIC COUPLING OF DRUG BINDING AND INTRACELLULAR SIGNALING IN THE A2A ADENOSINE RECEPTOR. CELL. 2018, 172, 68.",ADORA2A,raw_pdbs/6AQF.pdb,mapped_pdb/6AQF_atlas.pdb,fastas/6AQF.fasta
,6B3J,GLUCAGON-LIKE PEPTIDE 1 RECEPTOR,b,,P43220,HOMO SAPIENS (HUMAN),3.3 ANGSTROM PHASE-PLATE CRYO-EM STRUCTURE OF A BIASED AGONIST-BOUND HUMAN GLP-1 RECEPTOR-GS COMPLEX,e,3.3,29466332,2017-09-22,"LIANG ET AL. PHASE-PLATE CRYO-EM STRUCTURE OF A BIASED AGONIST-BOUND HUMAN GLP-1 RECEPTOR-GS COMPLEX. NATURE. 2018, 555, 121.",GLP1R,raw_pdbs/6B3J.pdb,mapped_pdb/6B3J_atlas.pdb,fastas/6B3J.fasta
,6B73,KAPPA-TYPE OPIOID RECEPTOR,a,OPIOID PEPTIDES RECEPTORS,P41145,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF A NANOBODY-STABILIZED ACTIVE STATE OF THE KAPPA-OPIOID RECEPTOR,x,3.1,29307491,2017-10-03,"CHE ET AL. STRUCTURE OF THE NANOBODY-STABILIZED ACTIVE STATE OF THE KAPPA OPIOID RECEPTOR. CELL. 2018, 172, 55.",OPRK1,raw_pdbs/6B73.pdb,mapped_pdb/6B73_atlas.pdb,fastas/6B73.fasta
,6BD4,FRIZZLED-4,f,,Q9ULV1,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN APO-FRIZZLED4 RECEPTOR,x,2.4,30135577,2017-10-21,YANG ET AL. CRYSTAL STRUCTURE OF THE FRIZZLED 4 RECEPTOR IN A LIGAND-FREE STATE. NATURE. 2018.,FZD4,raw_pdbs/6BD4.pdb,mapped_pdb/6BD4_atlas.pdb,fastas/6BD4.fasta
,6BQG,5-HYDROXYTRYPTAMINE RECEPTOR 2C,a,SEROTONIN RECEPTORS,P28335,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF 5-HT2C IN COMPLEX WITH ERGOTAMINE,x,3,29398112,2017-11-27,"PENG ET AL. 5-HT2C RECEPTOR STRUCTURES REVEAL THE STRUCTURAL BASIS OF GPCR POLYPHARMACOLOGY. CELL. 2018, 172, 719.",HTR2C,raw_pdbs/6BQG.pdb,mapped_pdb/6BQG_atlas.pdb,fastas/6BQG.fasta
,6BQH,5-HYDROXYTRYPTAMINE RECEPTOR 2C,a,SEROTONIN RECEPTORS,P28335,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF 5-HT2C IN COMPLEX WITH RITANSERIN,x,2.7,29398112,2017-11-27,"PENG ET AL. 5-HT2C RECEPTOR STRUCTURES REVEAL THE STRUCTURAL BASIS OF GPCR POLYPHARMACOLOGY. CELL. 2018, 172, 719.",HTR2C,raw_pdbs/6BQH.pdb,mapped_pdb/6BQH_atlas.pdb,fastas/6BQH.fasta
,6C1Q,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P21730,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN C5A RECEPTOR IN COMPLEX WITH AN ORTHOSTERIC ANTAGONIST PMX53 AND AN ALLOSTERIC ANTAGONIST NDT9513727,x,2.9,29867214,2018-01-05,"LIU ET AL. ORTHOSTERIC AND ALLOSTERIC ACTION OF THE C5A RECEPTOR ANTAGONISTS. NAT. STRUCT. MOL. BIOL. 2018, 25, 472.",C5AR1,raw_pdbs/6C1Q.pdb,mapped_pdb/6C1Q_atlas.pdb,fastas/6C1Q.fasta
,6C1R,C5A ANAPHYLATOXIN CHEMOTACTIC RECEPTOR 1,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P21730,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN C5A RECEPTOR IN COMPLEX WITH AN ORTHOSTERIC ANTAGONIST PMX53 AND AN ALLOSTERIC ANTAGONIST AVACOPAN,x,2.2,29867214,2018-01-05,"LIU ET AL. ORTHOSTERIC AND ALLOSTERIC ACTION OF THE C5A RECEPTOR ANTAGONISTS. NAT. STRUCT. MOL. BIOL. 2018, 25, 472.",C5AR1,raw_pdbs/6C1R.pdb,mapped_pdb/6C1R_atlas.pdb,fastas/6C1R.fasta
,6CM4,D(2) DOPAMINE RECEPTOR,a,DOPAMINE RECEPTORS,P14416,HOMO SAPIENS (HUMAN),STRUCTURE OF THE D2 DOPAMINE RECEPTOR BOUND TO THE ATYPICAL ANTIPSYCHOTIC DRUG RISPERIDONE,x,2.87,29466326,2018-03-02,"WANG ET AL. STRUCTURE OF THE D2 DOPAMINE RECEPTOR BOUND TO THE ATYPICAL ANTIPSYCHOTIC DRUG RISPERIDONE. NATURE. 2018, 555, 269.",DRD2,raw_pdbs/6CM4.pdb,mapped_pdb/6CM4_atlas.pdb,fastas/6CM4.fasta
,6CMO,RHODOPSIN,a,OPSINS,P08100,HOMO SAPIENS (HUMAN),RHODOPSIN-GI COMPLEX,e,4.5,29899450,2018-03-05,"KANG ET AL. CRYO-EM STRUCTURE OF HUMAN RHODOPSIN BOUND TO AN INHIBITORY G PROTEIN. NATURE. 2018, 558, 553.",RHO,raw_pdbs/6CMO.pdb,mapped_pdb/6CMO_atlas.pdb,fastas/6CMO.fasta
,6D26,PROSTAGLANDIN D2 RECEPTOR 2,a,ORPHAN RECEPTORS,Q9Y5Y4,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE PROSTAGLANDIN D2 RECEPTOR CRTH2 WITH FEVIPIPRANT,x,2.8,30220562,2018-04-13,"WANG ET AL. STRUCTURES OF THE HUMAN PGD2RECEPTOR CRTH2 REVEAL NOVEL MECHANISMS FOR LIGAND RECOGNITION. MOL. CELL. 2018, 72, 48.",PTGDR2,raw_pdbs/6D26.pdb,mapped_pdb/6D26_atlas.pdb,fastas/6D26.fasta
,6D27,PROSTAGLANDIN D2 RECEPTOR 2,a,ORPHAN RECEPTORS,Q9Y5Y4,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE PROSTAGLANDIN D2 RECEPTOR CRTH2 WITH CAY10471,x,2.74,30220562,2018-04-13,"WANG ET AL. STRUCTURES OF THE HUMAN PGD2RECEPTOR CRTH2 REVEAL NOVEL MECHANISMS FOR LIGAND RECOGNITION. MOL. CELL. 2018, 72, 48.",PTGDR2,raw_pdbs/6D27.pdb,mapped_pdb/6D27_atlas.pdb,fastas/6D27.fasta
